"date","geography","geography code","Rural Urban","Dwelling Type: All categories: Accommodation type; measures: Value","Dwelling Type: Unshared dwelling: Total; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Total; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Detached; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Semi-detached; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace); measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Total; measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement; measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits); measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: In commercial building; measures: Value","Dwelling Type: Unshared dwelling: Caravan or other mobile or temporary structure; measures: Value","Dwelling Type: Shared dwelling; measures: Value"
"2011","E00008385","E00008385","Total",138,138,126,1,73,52,12,12,0,0,0,0
"2011","E00008191","E00008191","Total",133,133,62,3,17,42,71,71,0,0,0,0
"2011","E00008215","E00008215","Total",128,124,37,3,6,28,87,86,1,0,0,4
"2011","E00008228","E00008228","Total",114,114,43,2,16,25,71,66,5,0,0,0
"2011","E00176485","E00176485","Total",100,100,16,2,5,9,84,84,0,0,0,0
"2011","E00176486","E00176486","Total",97,97,0,0,0,0,97,97,0,0,0,0
"2011","E00176487","E00176487","Total",106,106,4,0,1,3,102,102,0,0,0,0
"2011","E00176520","E00176520","Total",119,119,115,4,23,88,4,4,0,0,0,0
"2011","E00176537","E00176537","Total",116,111,43,5,15,23,68,64,2,2,0,5
"2011","E00176545","E00176545","Total",116,116,42,1,11,30,74,74,0,0,0,0
"2011","E00176578","E00176578","Total",150,150,33,3,4,26,117,117,0,0,0,0
"2011","E00008208","E00008208","Total",140,140,138,4,95,39,2,1,1,0,0,0
"2011","E00008209","E00008209","Total",128,128,103,4,27,72,25,25,0,0,0,0
"2011","E00008214","E00008214","Total",123,123,117,3,38,76,6,5,1,0,0,0
"2011","E00008216","E00008216","Total",99,99,96,3,25,68,3,2,1,0,0,0
"2011","E00008217","E00008217","Total",125,125,121,4,32,85,4,4,0,0,0,0
"2011","E00008210","E00008210","Total",123,123,92,8,23,61,31,29,2,0,0,0
"2011","E00008211","E00008211","Total",113,113,5,0,2,3,108,107,1,0,0,0
"2011","E00008212","E00008212","Total",136,136,110,3,35,72,26,26,0,0,0,0
"2011","E00008220","E00008220","Total",120,120,59,4,47,8,61,60,0,1,0,0
"2011","E00008221","E00008221","Total",142,142,102,8,36,58,40,35,5,0,0,0
"2011","E00008225","E00008225","Total",127,127,4,1,3,0,123,123,0,0,0,0
"2011","E00008213","E00008213","Total",125,125,79,6,20,53,46,15,27,4,0,0
"2011","E00008219","E00008219","Total",138,138,28,9,11,8,110,32,78,0,0,0
"2011","E00008222","E00008222","Total",96,96,19,11,5,3,77,59,17,1,0,0
"2011","E00008223","E00008223","Total",141,141,118,2,97,19,23,16,6,1,0,0
"2011","E00176496","E00176496","Total",181,181,130,5,114,11,51,36,6,9,0,0
"2011","E00008388","E00008388","Total",121,121,111,3,20,88,10,10,0,0,0,0
"2011","E00008395","E00008395","Total",133,133,121,7,25,89,12,5,7,0,0,0
"2011","E00008396","E00008396","Total",141,141,138,3,14,121,3,3,0,0,0,0
"2011","E00008400","E00008400","Total",125,125,100,12,13,75,25,22,1,2,0,0
"2011","E00008365","E00008365","Total",121,121,119,31,87,1,2,0,1,1,0,0
"2011","E00008366","E00008366","Total",119,116,114,22,88,4,2,1,0,1,0,3
"2011","E00008384","E00008384","Total",106,106,87,2,83,2,19,19,0,0,0,0
"2011","E00008393","E00008393","Total",128,128,103,29,65,9,25,10,15,0,0,0
"2011","E00008401","E00008401","Total",144,144,96,20,42,34,48,48,0,0,0,0
"2011","E00008367","E00008367","Total",113,113,90,4,18,68,23,16,7,0,0,0
"2011","E00008375","E00008375","Total",139,139,105,6,9,90,34,10,24,0,0,0
"2011","E00008376","E00008376","Total",123,123,111,1,10,100,12,2,10,0,0,0
"2011","E00008377","E00008377","Total",113,113,72,6,14,52,41,33,8,0,0,0
"2011","E00008394","E00008394","Total",132,132,130,2,16,112,2,1,1,0,0,0
"2011","E00008397","E00008397","Total",135,135,128,11,56,61,7,6,1,0,0,0
"2011","E00008398","E00008398","Total",124,124,64,9,24,31,60,57,1,2,0,0
"2011","E00008399","E00008399","Total",174,174,110,23,14,73,64,49,13,2,0,0
"2011","E00008362","E00008362","Total",128,128,46,3,18,25,82,58,24,0,0,0
"2011","E00008373","E00008373","Total",149,136,36,4,10,22,100,67,32,1,0,13
"2011","E00008379","E00008379","Total",121,118,59,5,17,37,59,11,48,0,0,3
"2011","E00008382","E00008382","Total",135,135,73,11,20,42,62,31,31,0,0,0
"2011","E00008387","E00008387","Total",112,112,35,5,26,4,77,45,31,1,0,0
"2011","E00008389","E00008389","Total",122,122,37,8,11,18,85,69,16,0,0,0
"2011","E00007840","E00007840","Total",128,121,25,8,5,12,96,15,81,0,0,7
"2011","E00007844","E00007844","Total",161,149,37,27,7,3,112,34,78,0,0,12
"2011","E00007878","E00007878","Total",157,145,25,0,21,4,120,16,81,23,0,12
"2011","E00007879","E00007879","Total",107,107,10,2,3,5,97,69,28,0,0,0
"2011","E00007882","E00007882","Total",127,125,43,16,24,3,82,55,27,0,0,2
"2011","E00007884","E00007884","Total",153,149,45,20,13,12,104,50,54,0,0,4
"2011","E00007849","E00007849","Total",124,124,55,3,31,21,69,66,3,0,0,0
"2011","E00007851","E00007851","Total",128,128,58,26,28,4,70,23,46,1,0,0
"2011","E00007853","E00007853","Total",154,154,118,6,86,26,36,31,4,1,0,0
"2011","E00007855","E00007855","Total",107,107,23,0,8,15,84,79,4,1,0,0
"2011","E00007856","E00007856","Total",128,128,79,21,31,27,49,44,5,0,0,0
"2011","E00007848","E00007848","Total",169,169,40,25,12,3,129,79,50,0,0,0
"2011","E00007850","E00007850","Total",110,110,40,30,5,5,70,49,21,0,0,0
"2011","E00007881","E00007881","Total",148,148,50,12,18,20,98,25,73,0,0,0
"2011","E00007883","E00007883","Total",118,118,23,14,9,0,95,7,88,0,0,0
"2011","E00007885","E00007885","Total",143,143,49,6,20,23,94,40,54,0,0,0
"2011","E00007886","E00007886","Total",130,127,15,7,6,2,112,20,92,0,0,3
"2011","E00007845","E00007845","Total",120,120,74,15,14,45,46,4,32,10,0,0
"2011","E00007846","E00007846","Total",143,131,26,5,15,6,105,13,91,1,0,12
"2011","E00007847","E00007847","Total",103,99,68,41,12,15,31,15,16,0,0,4
"2011","E00007852","E00007852","Total",119,113,61,19,5,37,52,13,39,0,0,6
"2011","E00007854","E00007854","Total",113,113,11,0,8,3,102,40,62,0,0,0
"2011","E00007857","E00007857","Total",115,115,59,2,12,45,56,50,5,1,0,0
"2011","E00008196","E00008196","Total",126,126,112,6,44,62,14,13,1,0,0,0
"2011","E00008197","E00008197","Total",113,113,94,4,35,55,19,17,2,0,0,0
"2011","E00008203","E00008203","Total",110,110,101,4,67,30,9,8,1,0,0,0
"2011","E00008230","E00008230","Total",114,114,108,5,54,49,6,6,0,0,0,0
"2011","E00008231","E00008231","Total",132,132,124,4,62,58,8,8,0,0,0,0
"2011","E00008232","E00008232","Total",119,119,76,0,35,41,43,33,4,6,0,0
"2011","E00008198","E00008198","Total",94,94,86,5,33,48,8,5,3,0,0,0
"2011","E00008200","E00008200","Total",104,104,98,5,69,24,6,5,0,1,0,0
"2011","E00008201","E00008201","Total",114,114,112,11,99,2,2,2,0,0,0,0
"2011","E00008226","E00008226","Total",139,139,120,14,100,6,19,3,16,0,0,0
"2011","E00008229","E00008229","Total",122,122,120,6,71,43,2,1,1,0,0,0
"2011","E00008192","E00008192","Total",133,133,131,2,125,4,2,2,0,0,0,0
"2011","E00008195","E00008195","Total",150,150,124,47,29,48,26,25,1,0,0,0
"2011","E00008199","E00008199","Total",224,199,4,0,2,2,195,130,65,0,0,25
"2011","E00008202","E00008202","Total",115,115,83,0,71,12,32,32,0,0,0,0
"2011","E00008204","E00008204","Total",107,107,34,1,5,28,73,73,0,0,0,0
"2011","E00008193","E00008193","Total",136,136,134,10,82,42,2,1,1,0,0,0
"2011","E00008194","E00008194","Total",101,101,99,8,19,72,2,2,0,0,0,0
"2011","E00008205","E00008205","Total",106,106,105,4,21,80,1,0,1,0,0,0
"2011","E00008206","E00008206","Total",106,106,100,1,52,47,6,6,0,0,0,0
"2011","E00008207","E00008207","Total",120,120,81,3,38,40,39,37,2,0,0,0
"2011","E00007975","E00007975","Total",109,109,107,1,74,32,2,2,0,0,0,0
"2011","E00007977","E00007977","Total",118,118,117,4,82,31,1,1,0,0,0,0
"2011","E00008000","E00008000","Total",123,123,123,1,113,9,0,0,0,0,0,0
"2011","E00008001","E00008001","Total",116,116,116,1,106,9,0,0,0,0,0,0
"2011","E00008005","E00008005","Total",105,105,105,0,98,7,0,0,0,0,0,0
"2011","E00008007","E00008007","Total",113,113,96,1,14,81,17,13,3,1,0,0
"2011","E00008008","E00008008","Total",145,145,142,1,12,129,3,3,0,0,0,0
"2011","E00008009","E00008009","Total",109,109,106,1,59,46,3,2,1,0,0,0
"2011","E00008013","E00008013","Total",123,123,122,2,14,106,1,1,0,0,0,0
"2011","E00008014","E00008014","Total",128,126,109,0,52,57,17,12,2,3,0,2
"2011","E00007994","E00007994","Total",131,131,79,1,25,53,52,32,20,0,0,0
"2011","E00007995","E00007995","Total",166,166,134,2,66,66,32,32,0,0,0,0
"2011","E00007996","E00007996","Total",131,131,117,0,23,94,14,5,1,8,0,0
"2011","E00007999","E00007999","Total",141,141,139,2,26,111,2,2,0,0,0,0
"2011","E00008004","E00008004","Total",138,138,135,1,84,50,3,2,0,1,0,0
"2011","E00007976","E00007976","Total",120,120,117,2,36,79,3,3,0,0,0,0
"2011","E00007993","E00007993","Total",144,144,143,10,130,3,1,1,0,0,0,0
"2011","E00007997","E00007997","Total",122,122,50,3,38,9,72,67,1,4,0,0
"2011","E00007998","E00007998","Total",113,113,112,3,25,84,1,1,0,0,0,0
"2011","E00008002","E00008002","Total",128,128,76,0,11,65,52,35,15,2,0,0
"2011","E00008010","E00008010","Total",114,114,56,0,4,52,58,58,0,0,0,0
"2011","E00008083","E00008083","Total",123,123,121,2,106,13,2,1,1,0,0,0
"2011","E00008084","E00008084","Total",115,115,113,6,52,55,2,1,1,0,0,0
"2011","E00008086","E00008086","Total",128,128,117,3,73,41,11,2,4,5,0,0
"2011","E00008089","E00008089","Total",139,139,130,2,114,14,9,9,0,0,0,0
"2011","E00008072","E00008072","Total",140,140,62,4,27,31,78,54,24,0,0,0
"2011","E00008085","E00008085","Total",124,124,60,4,45,11,64,63,1,0,0,0
"2011","E00008088","E00008088","Total",112,112,106,3,98,5,6,0,6,0,0,0
"2011","E00008090","E00008090","Total",116,116,38,1,36,1,78,77,1,0,0,0
"2011","E00008091","E00008091","Total",119,119,118,0,103,15,1,0,1,0,0,0
"2011","E00008068","E00008068","Total",128,128,127,5,67,55,1,1,0,0,0,0
"2011","E00008069","E00008069","Total",233,233,183,10,51,122,50,49,0,1,0,0
"2011","E00008096","E00008096","Total",153,153,151,3,46,102,2,2,0,0,0,0
"2011","E00008100","E00008100","Total",150,150,120,3,74,43,30,30,0,0,0,0
"2011","E00008093","E00008093","Total",113,113,111,2,17,92,2,1,1,0,0,0
"2011","E00008094","E00008094","Total",121,121,111,4,54,53,10,10,0,0,0,0
"2011","E00008095","E00008095","Total",134,134,130,6,34,90,4,3,1,0,0,0
"2011","E00008097","E00008097","Total",125,125,103,0,90,13,22,22,0,0,0,0
"2011","E00008099","E00008099","Total",138,138,138,4,31,103,0,0,0,0,0,0
"2011","E00008064","E00008064","Total",117,117,116,4,64,48,1,1,0,0,0,0
"2011","E00008071","E00008071","Total",117,117,116,5,70,41,1,1,0,0,0,0
"2011","E00008074","E00008074","Total",135,135,120,3,62,55,15,12,3,0,0,0
"2011","E00008078","E00008078","Total",109,109,101,3,56,42,8,6,2,0,0,0
"2011","E00008082","E00008082","Total",109,109,108,6,57,45,1,0,1,0,0,0
"2011","E00007978","E00007978","Total",99,99,88,0,13,75,11,6,5,0,0,0
"2011","E00007979","E00007979","Total",131,131,82,0,19,63,49,32,6,11,0,0
"2011","E00007981","E00007981","Total",127,127,103,1,39,63,24,2,8,14,0,0
"2011","E00007982","E00007982","Total",111,111,108,1,88,19,3,2,1,0,0,0
"2011","E00007984","E00007984","Total",100,95,76,18,40,18,19,8,0,11,0,5
"2011","E00008003","E00008003","Total",115,115,114,3,26,85,1,1,0,0,0,0
"2011","E00008006","E00008006","Total",114,114,108,9,29,70,6,5,0,1,0,0
"2011","E00008011","E00008011","Total",127,127,57,1,25,31,70,47,21,2,0,0
"2011","E00008012","E00008012","Total",135,135,128,4,8,116,7,4,1,2,0,0
"2011","E00008015","E00008015","Total",113,113,99,3,12,84,14,3,11,0,0,0
"2011","E00007980","E00007980","Total",114,114,113,12,90,11,1,1,0,0,0,0
"2011","E00007983","E00007983","Total",131,131,126,35,53,38,5,1,4,0,0,0
"2011","E00007986","E00007986","Total",112,112,105,27,32,46,7,2,5,0,0,0
"2011","E00007989","E00007989","Total",121,121,42,5,3,34,79,75,4,0,0,0
"2011","E00007991","E00007991","Total",114,111,44,6,12,26,67,47,13,7,0,3
"2011","E00007974","E00007974","Total",131,131,3,0,1,2,128,112,1,15,0,0
"2011","E00007985","E00007985","Total",123,123,121,4,46,71,2,2,0,0,0,0
"2011","E00007987","E00007987","Total",114,114,113,6,98,9,1,1,0,0,0,0
"2011","E00007988","E00007988","Total",119,119,9,1,3,5,110,109,1,0,0,0
"2011","E00007990","E00007990","Total",134,134,54,2,10,42,80,72,8,0,0,0
"2011","E00007992","E00007992","Total",117,108,89,1,25,63,19,8,1,10,0,9
"2011","E00008021","E00008021","Total",165,165,42,2,22,18,123,90,33,0,0,0
"2011","E00008024","E00008024","Total",115,115,38,23,5,10,77,77,0,0,0,0
"2011","E00008033","E00008033","Total",118,118,74,8,49,17,44,22,20,2,0,0
"2011","E00008036","E00008036","Total",121,121,47,1,4,42,74,73,1,0,0,0
"2011","E00008051","E00008051","Total",132,132,35,8,2,25,97,95,1,1,0,0
"2011","E00008057","E00008057","Total",124,120,22,0,3,19,98,97,1,0,0,4
"2011","E00008050","E00008050","Total",93,93,87,33,51,3,6,6,0,0,0,0
"2011","E00008052","E00008052","Total",120,120,115,17,98,0,5,4,1,0,0,0
"2011","E00008053","E00008053","Total",108,108,106,39,65,2,2,0,2,0,0,0
"2011","E00008054","E00008054","Total",98,98,91,8,82,1,7,7,0,0,0,0
"2011","E00008055","E00008055","Total",111,111,111,28,81,2,0,0,0,0,0,0
"2011","E00008019","E00008019","Total",138,138,23,17,4,2,115,86,13,16,0,0
"2011","E00008020","E00008020","Total",132,132,80,59,7,14,52,44,7,1,0,0
"2011","E00008025","E00008025","Total",95,95,25,18,6,1,70,49,21,0,0,0
"2011","E00008027","E00008027","Total",128,128,42,0,5,37,86,81,5,0,0,0
"2011","E00008042","E00008042","Total",128,128,14,1,1,12,114,113,1,0,0,0
"2011","E00008058","E00008058","Total",135,135,32,5,5,22,103,68,16,19,0,0
"2011","E00008030","E00008030","Total",135,135,80,7,46,27,55,47,8,0,0,0
"2011","E00008035","E00008035","Total",121,121,37,5,10,22,84,80,4,0,0,0
"2011","E00008043","E00008043","Total",129,129,124,1,89,34,5,4,0,1,0,0
"2011","E00008045","E00008045","Total",116,116,109,4,65,40,7,5,2,0,0,0
"2011","E00008046","E00008046","Total",111,111,94,7,50,37,17,6,10,1,0,0
"2011","E00008048","E00008048","Total",126,126,60,3,36,21,66,44,10,12,0,0
"2011","E00008245","E00008245","Total",122,122,25,1,8,16,97,74,21,2,0,0
"2011","E00008247","E00008247","Total",118,118,35,0,10,25,83,59,24,0,0,0
"2011","E00008250","E00008250","Total",111,111,43,4,9,30,68,54,14,0,0,0
"2011","E00008252","E00008252","Total",124,124,89,2,29,58,35,25,10,0,0,0
"2011","E00008255","E00008255","Total",135,135,42,2,13,27,93,65,28,0,0,0
"2011","E00008235","E00008235","Total",133,133,108,34,52,22,25,15,10,0,0,0
"2011","E00008238","E00008238","Total",124,124,85,3,33,49,39,22,17,0,0,0
"2011","E00008251","E00008251","Total",116,116,84,4,17,63,32,27,5,0,0,0
"2011","E00008253","E00008253","Total",120,120,91,2,35,54,29,16,13,0,0,0
"2011","E00008256","E00008256","Total",110,110,29,12,7,10,81,77,4,0,0,0
"2011","E00008236","E00008236","Total",170,170,21,1,7,13,149,140,9,0,0,0
"2011","E00008244","E00008244","Total",137,137,55,1,16,38,82,61,21,0,0,0
"2011","E00008254","E00008254","Total",115,115,36,0,13,23,79,57,17,5,0,0
"2011","E00008257","E00008257","Total",102,102,49,2,13,34,53,37,16,0,0,0
"2011","E00008258","E00008258","Total",113,113,77,3,21,53,36,21,15,0,0,0
"2011","E00008239","E00008239","Total",118,118,115,4,95,16,3,2,1,0,0,0
"2011","E00008242","E00008242","Total",136,136,94,12,25,57,42,27,15,0,0,0
"2011","E00008246","E00008246","Total",101,101,57,5,29,23,44,43,1,0,0,0
"2011","E00008248","E00008248","Total",105,105,93,5,44,44,12,5,3,4,0,0
"2011","E00008249","E00008249","Total",126,126,114,7,45,62,11,7,4,0,1,0
"2011","E00008234","E00008234","Total",117,117,111,20,73,18,6,6,0,0,0,0
"2011","E00008240","E00008240","Total",100,100,85,3,43,39,15,11,4,0,0,0
"2011","E00008241","E00008241","Total",121,121,107,5,29,73,14,10,4,0,0,0
"2011","E00008243","E00008243","Total",130,130,122,4,45,73,8,5,3,0,0,0
"2011","E00008276","E00008276","Total",120,120,68,7,19,42,52,36,16,0,0,0
"2011","E00008028","E00008028","Total",112,112,77,2,29,46,35,32,3,0,0,0
"2011","E00008037","E00008037","Total",131,131,127,9,64,54,4,3,1,0,0,0
"2011","E00008038","E00008038","Total",147,147,145,17,119,9,2,1,0,1,0,0
"2011","E00008039","E00008039","Total",126,126,96,6,59,31,30,29,1,0,0,0
"2011","E00008044","E00008044","Total",132,132,54,3,36,15,78,75,3,0,0,0
"2011","E00008016","E00008016","Total",167,167,129,3,41,85,38,38,0,0,0,0
"2011","E00008040","E00008040","Total",179,179,155,4,31,120,24,24,0,0,0,0
"2011","E00008041","E00008041","Total",136,136,109,2,9,98,27,22,5,0,0,0
"2011","E00008047","E00008047","Total",133,119,56,7,41,8,63,30,29,4,0,14
"2011","E00008049","E00008049","Total",203,201,95,7,65,23,106,88,9,9,0,2
"2011","E00008017","E00008017","Total",128,128,61,1,23,37,67,56,2,9,0,0
"2011","E00008018","E00008018","Total",130,130,82,1,53,28,48,47,0,1,0,0
"2011","E00008022","E00008022","Total",136,136,33,1,27,5,103,102,0,1,0,0
"2011","E00008023","E00008023","Total",145,143,35,6,24,5,108,108,0,0,0,2
"2011","E00008026","E00008026","Total",126,126,60,3,26,31,66,65,1,0,0,0
"2011","E00008056","E00008056","Total",96,96,42,0,36,6,54,54,0,0,0,0
"2011","E00176492","E00176492","Total",41,41,3,0,1,2,38,37,1,0,0,0
"2011","E00007934","E00007934","Total",97,95,67,2,64,1,28,20,3,5,0,2
"2011","E00007935","E00007935","Total",118,118,116,4,109,3,2,1,1,0,0,0
"2011","E00007938","E00007938","Total",113,113,55,21,25,9,58,26,20,12,0,0
"2011","E00007939","E00007939","Total",149,149,80,6,57,17,69,52,17,0,0,0
"2011","E00007946","E00007946","Total",130,130,124,7,117,0,6,4,1,1,0,0
"2011","E00007936","E00007936","Total",119,119,103,2,97,4,16,12,4,0,0,0
"2011","E00007937","E00007937","Total",118,118,115,6,108,1,3,0,3,0,0,0
"2011","E00007942","E00007942","Total",139,139,138,27,110,1,1,1,0,0,0,0
"2011","E00007943","E00007943","Total",112,112,70,3,45,22,42,36,6,0,0,0
"2011","E00007948","E00007948","Total",118,118,115,28,86,1,3,2,1,0,0,0
"2011","E00007933","E00007933","Total",139,137,98,1,55,42,39,38,0,1,0,2
"2011","E00007952","E00007952","Total",109,109,78,3,49,26,31,27,4,0,0,0
"2011","E00007953","E00007953","Total",113,113,83,3,32,48,30,24,6,0,0,0
"2011","E00007956","E00007956","Total",115,115,113,2,46,65,2,2,0,0,0,0
"2011","E00007958","E00007958","Total",120,120,93,0,55,38,27,25,2,0,0,0
"2011","E00007969","E00007969","Total",122,122,117,1,73,43,5,5,0,0,0,0
"2011","E00007932","E00007932","Total",126,126,72,4,29,39,54,49,5,0,0,0
"2011","E00007965","E00007965","Total",153,153,10,1,4,5,143,130,6,7,0,0
"2011","E00007968","E00007968","Total",128,128,50,0,25,25,78,76,2,0,0,0
"2011","E00007970","E00007970","Total",120,120,71,1,28,42,49,42,7,0,0,0
"2011","E00007971","E00007971","Total",115,115,73,0,34,39,42,39,2,1,0,0
"2011","E00007972","E00007972","Total",126,126,69,1,56,12,57,51,4,2,0,0
"2011","E00007963","E00007963","Total",130,130,130,5,121,4,0,0,0,0,0,0
"2011","E00007964","E00007964","Total",106,106,85,5,61,19,21,14,7,0,0,0
"2011","E00007966","E00007966","Total",113,113,111,29,77,5,2,2,0,0,0,0
"2011","E00007967","E00007967","Total",118,118,117,5,111,1,1,1,0,0,0,0
"2011","E00007973","E00007973","Total",130,130,116,3,113,0,14,12,2,0,0,0
"2011","E00007941","E00007941","Total",122,122,117,15,93,9,5,0,2,3,0,0
"2011","E00007954","E00007954","Total",136,136,101,1,90,10,35,33,2,0,0,0
"2011","E00007955","E00007955","Total",114,114,92,25,48,19,22,20,2,0,0,0
"2011","E00007960","E00007960","Total",118,118,108,2,87,19,10,10,0,0,0,0
"2011","E00007961","E00007961","Total",125,125,124,0,120,4,1,0,1,0,0,0
"2011","E00007940","E00007940","Total",121,121,62,10,42,10,59,43,15,1,0,0
"2011","E00007944","E00007944","Total",142,137,46,2,16,28,90,60,29,1,1,5
"2011","E00007947","E00007947","Total",132,132,127,3,86,38,5,2,3,0,0,0
"2011","E00007949","E00007949","Total",131,131,100,3,96,1,31,25,0,6,0,0
"2011","E00007950","E00007950","Total",137,137,54,9,26,19,83,71,9,3,0,0
"2011","E00007945","E00007945","Total",125,123,72,4,34,34,51,41,10,0,0,2
"2011","E00007951","E00007951","Total",121,116,90,13,51,26,26,12,12,2,0,5
"2011","E00007957","E00007957","Total",119,119,119,5,100,14,0,0,0,0,0,0
"2011","E00007959","E00007959","Total",124,124,114,5,105,4,10,9,1,0,0,0
"2011","E00007962","E00007962","Total",112,112,106,10,90,6,6,3,2,1,0,0
"2011","E00008319","E00008319","Total",123,123,108,3,22,83,15,15,0,0,0,0
"2011","E00008322","E00008322","Total",114,114,27,3,4,20,87,87,0,0,0,0
"2011","E00008356","E00008356","Total",177,177,142,5,24,113,35,32,3,0,0,0
"2011","E00008357","E00008357","Total",151,151,130,9,25,96,21,15,1,5,0,0
"2011","E00008358","E00008358","Total",124,124,73,7,25,41,51,43,6,2,0,0
"2011","E00008316","E00008316","Total",163,163,150,5,19,126,13,12,1,0,0,0
"2011","E00008320","E00008320","Total",106,106,75,5,4,66,31,30,0,1,0,0
"2011","E00008321","E00008321","Total",97,97,70,7,11,52,27,22,4,1,0,0
"2011","E00008324","E00008324","Total",96,96,32,2,4,26,64,64,0,0,0,0
"2011","E00008325","E00008325","Total",117,117,111,10,6,95,6,2,3,1,0,0
"2011","E00008359","E00008359","Total",96,96,56,3,5,48,40,38,2,0,0,0
"2011","E00008338","E00008338","Total",123,123,116,5,14,97,7,6,1,0,0,0
"2011","E00008348","E00008348","Total",178,176,75,4,17,54,101,75,19,7,0,2
"2011","E00008350","E00008350","Total",89,89,23,1,5,17,66,64,2,0,0,0
"2011","E00008353","E00008353","Total",129,129,85,6,20,59,44,18,19,7,0,0
"2011","E00008355","E00008355","Total",127,122,4,0,2,2,118,117,0,1,0,5
"2011","E00008323","E00008323","Total",128,128,78,3,22,53,50,34,16,0,0,0
"2011","E00008326","E00008326","Total",133,133,118,3,36,79,15,5,5,5,0,0
"2011","E00008327","E00008327","Total",111,111,107,8,30,69,4,3,0,1,0,0
"2011","E00008360","E00008360","Total",100,100,99,7,17,75,1,1,0,0,0,0
"2011","E00165792","E00165792","Total",117,117,114,3,54,57,3,3,0,0,0,0
"2011","E00008259","E00008259","Total",82,82,73,5,17,51,9,5,4,0,0,0
"2011","E00008260","E00008260","Total",132,132,67,9,9,49,65,65,0,0,0,0
"2011","E00008261","E00008261","Total",131,131,112,13,9,90,19,14,5,0,0,0
"2011","E00008263","E00008263","Total",134,134,7,0,4,3,127,126,1,0,0,0
"2011","E00008265","E00008265","Total",103,103,84,21,22,41,19,7,12,0,0,0
"2011","E00008262","E00008262","Total",108,108,33,20,5,8,75,69,6,0,0,0
"2011","E00008264","E00008264","Total",134,134,125,98,26,1,9,4,5,0,0,0
"2011","E00008267","E00008267","Total",168,168,133,33,48,52,35,25,10,0,0,0
"2011","E00008269","E00008269","Total",119,119,59,5,15,39,60,22,26,12,0,0
"2011","E00008270","E00008270","Total",157,157,6,1,3,2,151,150,1,0,0,0
"2011","E00008233","E00008233","Total",92,90,12,1,0,11,78,59,19,0,0,2
"2011","E00008266","E00008266","Total",136,136,60,1,46,13,76,72,4,0,0,0
"2011","E00008268","E00008268","Total",128,128,47,1,5,41,81,77,4,0,0,0
"2011","E00008271","E00008271","Total",102,102,27,2,3,22,75,72,3,0,0,0
"2011","E00008273","E00008273","Total",142,142,41,0,9,32,101,98,3,0,0,0
"2011","E00008277","E00008277","Total",123,123,92,22,38,32,31,25,6,0,0,0
"2011","E00008237","E00008237","Total",160,160,110,8,70,32,50,47,3,0,0,0
"2011","E00008272","E00008272","Total",113,113,106,12,90,4,7,5,0,2,0,0
"2011","E00008274","E00008274","Total",129,129,103,75,22,6,26,26,0,0,0,0
"2011","E00008275","E00008275","Total",127,127,124,4,117,3,3,3,0,0,0,0
"2011","E00008059","E00008059","Total",129,129,128,8,35,85,1,1,0,0,0,0
"2011","E00008063","E00008063","Total",47,47,10,1,6,3,37,37,0,0,0,0
"2011","E00008079","E00008079","Total",123,123,115,4,47,64,8,6,2,0,0,0
"2011","E00008080","E00008080","Total",115,115,109,4,30,75,6,5,0,1,0,0
"2011","E00008087","E00008087","Total",178,178,172,8,67,97,6,5,1,0,0,0
"2011","E00008092","E00008092","Total",97,97,75,4,50,21,22,17,0,5,0,0
"2011","E00176484","E00176484","Total",129,129,58,6,15,37,71,71,0,0,0,0
"2011","E00008154","E00008154","Total",189,186,6,1,3,2,180,179,1,0,0,3
"2011","E00008156","E00008156","Total",105,105,2,1,0,1,103,100,2,1,0,0
"2011","E00008188","E00008188","Total",125,125,3,1,0,2,122,122,0,0,0,0
"2011","E00176498","E00176498","Total",159,153,3,1,1,1,150,150,0,0,0,6
"2011","E00176535","E00176535","Total",85,85,11,0,3,8,74,55,4,15,0,0
"2011","E00176540","E00176540","Total",105,105,10,1,1,8,94,93,0,1,1,0
"2011","E00176551","E00176551","Total",113,110,5,1,0,4,105,104,1,0,0,3
"2011","E00008155","E00008155","Total",131,129,5,0,2,3,124,124,0,0,0,2
"2011","E00008158","E00008158","Total",133,129,45,3,15,27,84,83,1,0,0,4
"2011","E00008189","E00008189","Total",122,122,66,7,11,48,56,54,1,1,0,0
"2011","E00176488","E00176488","Total",94,94,1,0,0,1,93,92,0,1,0,0
"2011","E00176490","E00176490","Total",108,104,4,1,1,2,100,90,6,4,0,4
"2011","E00176491","E00176491","Total",103,103,33,2,9,22,70,69,1,0,0,0
"2011","E00176497","E00176497","Total",111,91,29,0,5,24,62,62,0,0,0,20
"2011","E00176489","E00176489","Total",129,120,3,0,3,0,117,114,0,3,0,9
